accessionNumber,holdingCountry,holdingCity,holdingMuseum,museumLon,museumLat,title,fipCatalogueNumber,objectType,findspot,findspotLatLng
JE 49693,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of qdns, Giza [536]",536,False door,Giza,
JE 49804,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stèle maison of jwjw, South Saqqara",,Stela,Saqqara,
JE 49805,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stèle maison of xw-bAw, South Saqqara [28]",28,Stela,Saqqara,
JE 51297,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of snb, Giza",,False door,Giza,
JE 55605,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jn-Htp-nxt, Auled el-Sheikh [145]",145,Stela,Auled el-Sheikh,
JE 55606,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of mrwj, Nag el-Mesheikh [270]",270,False door,Nag el-Mesheikh,
JE 55607,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of xwj, Naga ed-Der [427]",427,Stela,Naga ed-Der,
JE 55618,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of mry and Htp, Saqqara [263A]",263A,False door,Saqqara,
JE 55618,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of ny-anx-Hr, Saqqara [296]",296,False door,Saqqara,
JE 55618,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sk-wsxt, Saqqara [503]",503,False door,Saqqara,
JE 55618,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sk-wsxt-aA, Saqqara [504]",504,False door,Saqqara,
JE 55618,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sk-wsxt-Hry-jb, Saqqara [505]",505,False door,Saqqara,
JE 57186,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of ns-wsrtj, Memphite necropolis [339]",339,False door,Memphis,
JE 57201,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door fragment of TAwtj, Khozam [48]",48,False door,Khozam,
JE 59158,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sAt-y-Tnw, Saqqara [453] ",453,False door,Saqqara,
JE 68916,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jnj-kA.f, Zawayda [149]",149,Stela,Zawayda,
JE 88011 / CG 20811,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of unknown, probably Naqada [612]",612,Stela,Naqada,
JE 88876,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of nbtfy, Dendera [312]  ",312,Stela,Dendera,
JE 88889,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jnt-kmt, Naga ed-Der [153]",153,Stela,Naga ed-Der,
JE 89778,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of b(w)-kmnj, Naga ed-Der [220]",220,Stela,Naga ed-Der,
JE 91100,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of [Taw], Herakleopolis [554]",554,False door,Herakleopolis,
JE 377371 / CG 57193,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of anx-n.s-ppy/nnj, Naga ed-Der [6]",6,Stela,Naga ed-Der,
CG 1417,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of Hm-mnw, Saqqara",,False door,Saqqara,
CG 1442,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of wsr, Khozam [38]",38,False door,Khozam,
CG 1446,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sAt-sn, Memphite necropolis [458]",458,False door,Memphis,
CG 1453,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of Sdj-Abd, Saqqara [530]",530,False door,Saqqara,
CG 1459,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of mr-bbj, unknown [256]",256,Stela,,
CG 1512,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of jry, Saqqara [160]",160,False door,Saqqara,
CG 1519,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of nb.t, Abydos [23]",23,Stela,Abydos,
CG 1575,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of jdj, Abydos [4A]",4A,Stela,Abydos,
CG 1577,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of jdj, Abydos [4]",4,Stela,Abydos,
CG 1578,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of xwj, Abydos [427A]",427A,Stela,Abydos,
CG 1585,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of Spst-kA.w, Akhmim [515]",515,Stela,Akhmim,
CG 1592,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of mry, Abydos [259]",259,Stela,Abydos,
CG 1594,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of nfr-Hb, Abydos [325]",325,False door,Abydos,
CG 1596,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jHy, Naqada [165]",165,Stela,Naqada,
CG 1600,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of wHA, Nag el-Mesheikh [209]",209,Stela,Nag el-Mesheikh,
CG 1601,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Sd-jt.f, Nag el-Mesheikh [663]",663,Stela,Nag el-Mesheikh,
CG 1603,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jn-jt.f, Nag el-Mesheikh [51]",51,Stela,Nag el-Mesheikh,
CG 1606,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of wDAj, probably Naga ed-Der [215]",215,Stela,Naga ed-Der,
CG 1607,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jdwj, Nag el-Mesheikh [195]",195,Stela,Nag el-Mesheikh,
CG 1609,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of ab-jHw, Nag el-Mesheikh [199]",199,Stela,Nag el-Mesheikh,
CG 1615,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of xnw, Abydos [443]",443,Stela,Abydos,
CG 1617,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of nw, probably Abydos [298]",298,False door,Abydos,
CG 1619,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of wnj, probably Abydos [207]",207,False door,Abydos,
CG 1622,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jn-jt.f, probably Rizeiqat [62]",62,Stela,Rizeiqat,
CG 1625,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of ns-mnTw (?), possibly Rizeiqat [90]",90,Stela,Rizeiqat,
CG 1627,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Tnj, Nag el-Mesheikh [568]",568,Stela,Nag el-Mesheikh,
CG 1629,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mry, Thinite nome [261]",261,Stela,Thinite,
CG 1632,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of snj, Akhmim [484]",484,Stela,Akhmim,
CG 1638,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jwt, Naqada [107]",107,Stela,Naqada,
CG 1639,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of ssj, unknown [502]",502,False door,,
CG 1644,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mry, Nag el-Mesheikh [263]",263,Stela,Nag el-Mesheikh,
CG 1648,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of rwD-bAw, probably Nag el-Mesheikh [343]",343,Stela,Nag el-Mesheikh,
CG 1649,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of HAsj, Naqada [358]",358,Stela,Naqada,
CG 1651,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mrr, Gebelein and Rizeiqat region [273]",273,Stela,Rizeiqat,
CG 1663 / JE 32143,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of mrrj, Dendera [280]",280,Stela,Dendera,
CG 1664 / JE 32140,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of mrrj, Dendera [278]",278,False door,Dendera,
CG 1707,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of j(j)-DfA, unknown [99]",99,Stela,,
CG 1708,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of unknown, unknown [606]",606,Stela,,
CG 1731,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of bAk-n-ptH, unknown [217]",217,False door,,
CG 1759,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of nfrw, Thebes [316]",316,Stela,Thebes,
CG 20004,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Tftnn, Dra Abu el-Naga [563]",563,Stela,Dra Abu el-Naga,
CG 20005,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of Tbw, Dra Abu el-Naga [562]",562,Stela,Dra Abu el-Naga,
CG 20007,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of dAgj, Qena [665]",665,Stela,Qena,
CG 20009,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Hybrid false door stela of jn-jt.f, Dra Abu el-Naga [65]",65,False door,Dra Abu el-Naga,
CG 20010 / TR 25.4.22.1,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of sn, Naqada [480]",480,Stela,Naqada,
CG 20011,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Hnw, Dra Abu el-Naga [385]",385,Stela,Dra Abu el-Naga,
CG 20012,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of nxt-ty, Abydos [338]",338,Stela,Abydos,
CG 20106,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Tall, elongated stela of Hm-wr, Abydos [367]",367,Stela,Abydos,
CG 20500,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of snnj, Naqada [490]",490,Stela,Naqada,
CG 20504,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of AAw, Akhmim [97]",97,Stela,Akhmim,
CG 20507,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of ddj and jnnj, unknown [582]",582,Stela,,
CG 20511,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of dAg, Naqada [575]",575,Stela,Naqada,
CG 20512,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of Intef II, El-Tarif [60]",6,Stela,El-Tarif,
CG 20513,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of ddj, possibly Akhmim [580]",58,Stela,Akhmim,
CG 20514,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of rwD-Haw, Abydos [656]",656,Stela,Abydos,
CG 20805 / JE 45600,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of nwj, Dendera [299]",299,Stela,Dendera,
CG 57189 ,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of anx-jr.s, Giza",,False door,Giza,
E.2008.05.6,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of jpj, Herakleopolis [115]",115,False door,Herakleopolis,
E.2008.05.60,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of [Xty], Herakleopolis [44]",44,False door,Herakleopolis,
E.2008.05.70,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of [mrt.t], Herakleopolis [256A]",256A,False door,Herakleopolis,
TR 3.6.25.1,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jn[-t.f]-nxt, Dra Abu el-Naga [646]",646,Stela,Dra Abu el-Naga,
TR 3.6.25.2,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of unknown, Dra Abu el-Naga [672]",672,Stela,Dra Abu el-Naga,
TR 11.5.18.17,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of unknown, Dendera [603]",603,Stela,Dendera,
TR 19.11.24.2,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of Sd-jt.f, Sheikh Farag [528]",528,Stela,Sheikh Farag,
TR 19.11.24.15 / JE 43757,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela of jn-Hrt-nxt, Nag el-Mesheikh [137]",137,Stela,Nag el-Mesheikh,
TR 25.10.17.10,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of unknown, Thebes [78]",78,Stela,Thebes,
TR 30.10.17.9,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of unknown, unknown [607]",607,Stela,,
10-1/16?,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of sbk-Htp, Memphis [473]",473,False door,Memphis,
Unknown,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"Stela fragment of jdj, Naga ed-Der [186]",186,Stela,Naga ed-Der,
Unknown,Egypt,Cairo,Egyptian Museum ,31.23366984454998,30.04794305,"False door of [Hrj-S.f-nxt], Herakleopolis [394]",394,False door,Herakleopolis,
